,Player,Team,Pos,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,TO,3PA,3P%,FGM,FGA,FTM,FTA,2DBL,3DBL,PF,FPTS
T330,Sandro Mamukelashvili,TOR,C,61,11.2,6.3,3.1,0.8,0.4,0.3,1.0,50.2,74.1,0.4,2.6,37.3,2.3,4.6,0.7,1.0,0.0,0.0,1.0,12.7
T333,Dru Smith,MIA,G,14,19.1,6.2,2.6,1.6,1.5,0.4,1.1,50.8,75.0,1.2,2.1,53.3,2.2,4.4,0.6,0.9,0.0,0.0,2.1,16.3
T333,Jonathan Mogbo,TOR,F,63,20.4,6.2,4.9,2.3,0.9,0.5,0.3,43.8,73.2,1.1,1.1,24.3,2.5,5.7,1.0,1.3,0.0,0.0,2.2,18.7
T333,Ryan Rollins,MIL,G,56,14.6,6.2,1.9,1.9,0.8,0.3,0.9,48.7,80.0,0.9,2.1,40.8,2.4,4.8,0.6,0.8,0.0,0.0,1.6,13.5
T333,Bones Hyland,MIN,G,24,9.9,6.2,1.0,1.3,0.8,0.2,1.3,39.8,88.5,1.0,3.4,39.0,2.0,4.9,1.0,1.1,0.0,0.0,1.2,11.2
T337,Lester Quinones,ORL,G,14,13.3,6.1,1.4,1.7,0.2,0.1,0.9,39.7,84.6,1.0,3.1,29.5,2.2,5.6,0.8,0.9,0.0,0.0,1.3,10.4
T337,Isaac Okoro,CHI,F,55,19.2,6.1,2.4,1.2,0.6,0.3,1.0,46.4,71.7,0.4,2.7,37.1,2.3,4.9,0.6,0.8,0.0,0.0,1.9,13.0
T337,Jarace Walker,IND,F,75,15.9,6.1,3.1,1.5,0.7,0.3,1.0,47.2,66.7,1.0,2.5,40.5,2.3,4.8,0.6,0.9,0.0,0.0,1.5,14.1
T340,Isaiah Wong,FA,G,20,13.3,6.0,1.6,1.4,0.6,0.0,0.7,39.0,73.5,0.9,1.7,39.4,2.1,5.3,1.3,1.7,0.0,0.0,1.1,10.8
T340,Luke Kornet,SAS,C,73,18.7,6.0,5.3,1.6,0.5,1.0,0.0,66.8,69.1,0.4,0.0,0.0,2.6,3.8,0.9,1.3,0.0,0.0,1.6,18.8
T340,Mouhamed Gueye,ATL,F,33,16.1,6.0,4.2,0.8,0.8,1.0,0.6,42.1,76.2,0.5,2.5,25.9,2.2,5.2,1.0,1.3,0.1,0.0,1.7,17.3
T340,Isaiah Stewart,DET,F,72,19.9,6.0,5.5,1.7,0.4,1.4,0.2,55.9,75.9,0.9,0.7,32.1,2.4,4.4,0.9,1.2,0.0,0.0,2.5,19.7
T340,N'Faly Dante,ATL,C,4,12.8,6.0,5.3,0.5,0.3,1.3,0.0,76.9,80.0,0.5,0.0,0.0,2.5,3.3,1.0,1.3,0.0,0.0,2.3,17.1
T340,James Wiseman,IND,C,1,5.0,6.0,1.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,7.2
T340,Isaiah Mobley,FA,F,1,17.0,6.0,4.0,5.0,1.0,1.0,1.0,28.6,50.0,0.0,3.0,33.3,2.0,7.0,1.0,2.0,0.0,0.0,3.0,24.3
T347,Collin Gillespie,PHO,G,33,13.9,5.9,2.4,2.4,0.6,0.2,1.2,43.0,86.4,0.5,2.7,43.3,2.1,4.8,0.6,0.7,0.0,0.0,0.9,14.1
T347,Simone Fontecchio,MIA,F,75,16.5,5.9,2.9,0.9,0.4,0.2,1.0,40.2,83.3,0.7,3.0,33.5,2.0,5.0,0.9,1.1,0.0,0.0,1.3,11.7
T347,Jaylin Williams,OKC,C,47,16.7,5.9,5.6,2.6,0.5,0.6,1.3,43.9,76.7,0.7,3.3,39.9,2.1,4.7,0.5,0.6,0.1,0.1,1.7,18.9
T347,Cole Swider,FA,F,10,17.0,5.9,2.7,0.3,0.4,0.2,1.5,34.9,0.0,0.4,4.7,31.9,2.2,6.3,0.0,0.1,0.0,0.0,1.2,11.0
T347,Chuma Okeke,FA,F,9,21.8,5.9,5.2,1.7,0.6,0.4,1.2,50.0,66.7,0.3,3.1,39.3,2.2,4.4,0.2,0.3,0.1,0.0,0.6,17.3
T347,Tidjane Salaun,CHA,F,60,20.8,5.9,4.7,1.2,0.5,0.2,1.0,33.0,71.3,1.0,3.4,28.3,1.9,5.8,1.1,1.6,0.0,0.0,1.4,14.5
T347,Kyle Anderson,UTA,F,61,16.5,5.9,3.4,2.4,0.7,0.5,0.4,46.9,73.8,0.6,1.1,35.7,2.3,5.0,0.8,1.1,0.0,0.0,1.3,16.5
T354,Robert Williams,POR,C,20,17.6,5.8,5.9,1.1,0.7,1.7,0.1,64.1,88.2,0.9,0.2,33.3,2.5,3.9,0.8,0.9,0.0,0.0,1.6,20.5
T354,Quenton Jackson,IND,G,28,13.6,5.8,1.6,1.9,0.8,0.2,0.5,47.5,77.5,0.6,1.4,37.5,2.1,4.4,1.1,1.4,0.0,0.0,1.5,12.7
